VILLAGE_NAME,PANCHAYAT_NAME,BLOCK_NAME,DISTRICT_NAME,STATE_NAME,TOTAL_POPULATION,SC_POPULATION,ST_POPULATION,GEN_POPULATION,NO._OF_HABITATIONS,IS_PWS_AVAILABLE,JJM_STATUS,HAR_GHAR_JAL_CERTIFICATE,TOTAL_HOUSEHOLDS,TOTAL_TAP_CONNECTIONS
Asmanpur,Chandpur Asmani,Nurpur Bedi,Rupnagar,Punjab,808.0,218.0,0.0,590.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,158.0,158.0
Chaunta,Chaunta,Nurpur Bedi,Rupnagar,Punjab,536.0,10.0,0.0,526.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,158.0,158.0
Chahar Majra,Chehar Majra,Nurpur Bedi,Rupnagar,Punjab,640.0,179.0,0.0,461.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,136.0,136.0
Dhamana,Dhamana,Nurpur Bedi,Rupnagar,Punjab,930.0,355.0,0.0,575.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,386.0,386.0
Dahirpur,Dhirpur,Nurpur Bedi,Rupnagar,Punjab,497.0,70.0,0.0,427.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,116.0,116.0
Dummewal,Dumewal,Nurpur Bedi,Rupnagar,Punjab,678.0,85.0,0.0,593.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,138.0,138.0
Garhbaga,Garh Dolian,Nurpur Bedi,Rupnagar,Punjab,1549.0,1020.0,0.0,529.0,4.0,Yes,Har ghar jal certified,Certificate by public health engineering department,528.0,528.0
Garhbaga,Garhbaga,Nurpur Bedi,Rupnagar,Punjab,1549.0,1020.0,0.0,529.0,4.0,Yes,Har ghar jal certified,Certificate by public health engineering department,528.0,528.0
Ghahi Majra,Ghahi Majra,Nurpur Bedi,Rupnagar,Punjab,331.0,50.0,0.0,281.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,94.0,94.0
Gobindpur,Gobindpur Bela,Nurpur Bedi,Rupnagar,Punjab,282.0,18.0,0.0,264.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,72.0,72.0
Gochar,Gochar,Nurpur Bedi,Rupnagar,Punjab,885.0,391.0,0.0,494.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,249.0,249.0
Gopalpur,Gopalpur,Nurpur Bedi,Rupnagar,Punjab,275.0,4.0,0.0,271.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,75.0,75.0
Gurse Majra,Gurse Majra,Nurpur Bedi,Rupnagar,Punjab,388.0,22.0,0.0,366.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,67.0,67.0
Haripur,Haripur,Nurpur Bedi,Rupnagar,Punjab,331.0,123.0,0.0,208.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,108.0,108.0
Hirpur Ganura,Haripur Ganura,Nurpur Bedi,Rupnagar,Punjab,1151.0,236.0,0.0,915.0,4.0,Yes,Har ghar jal certified,Certificate by public health engineering department,238.0,238.0
Hayatpur,Hayatpur,Nurpur Bedi,Rupnagar,Punjab,1291.0,87.0,0.0,1204.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,342.0,342.0
Jatauli,Jatoli,Nurpur Bedi,Rupnagar,Punjab,1331.0,627.0,0.0,704.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,483.0,483.0
Jatpur,Jatpur,Nurpur Bedi,Rupnagar,Punjab,1782.0,229.0,0.0,1553.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,444.0,444.0
Jatwar,Jatwahar,Nurpur Bedi,Rupnagar,Punjab,2764.0,1354.0,0.0,1410.0,4.0,Yes,Har ghar jal certified,Certificate by public health engineering department,584.0,584.0
Jhaj,Jhaj,Nurpur Bedi,Rupnagar,Punjab,1256.0,150.0,0.0,1106.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,340.0,340.0
Jhandian,Jhandian Kalan,Nurpur Bedi,Rupnagar,Punjab,1758.0,914.0,0.0,844.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,505.0,505.0
Jhangrian,Jhangrian,Nurpur Bedi,Rupnagar,Punjab,745.0,215.0,0.0,530.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,150.0,150.0
Jhingri,Jhinjari,Nurpur Bedi,Rupnagar,Punjab,685.0,162.0,0.0,523.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,129.0,129.0
MAJRA,Jhinjari,Nurpur Bedi,Rupnagar,Punjab,619.0,161.0,0.0,458.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,25.0,25.0
Kahanpur Khuhi,Kahanpur Khuhi,Nurpur Bedi,Rupnagar,Punjab,563.0,460.0,0.0,103.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,320.0,320.0
Kalwan,KALWAN,Nurpur Bedi,Rupnagar,Punjab,,,,,,,,,,
KUKOWAL,KALWAN,Nurpur Bedi,Rupnagar,Punjab,8.0,0.0,0.0,8.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,2.0,2.0
Kangar,Kangar,Nurpur Bedi,Rupnagar,Punjab,845.0,275.0,0.0,570.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,222.0,222.0
Kartarpur,Kartarpur,Nurpur Bedi,Rupnagar,Punjab,1396.0,401.0,0.0,995.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,321.0,321.0
Karura,Karura,Nurpur Bedi,Rupnagar,Punjab,1670.0,140.0,0.0,1530.0,5.0,Yes,Har ghar jal certified,Certificate by public health engineering department,405.0,405.0
Katta,Katta,Nurpur Bedi,Rupnagar,Punjab,487.0,206.0,0.0,281.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,171.0,171.0
Khattana,Khatana,Nurpur Bedi,Rupnagar,Punjab,610.0,246.0,0.0,364.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,177.0,177.0
Kheri,Kheri,Nurpur Bedi,Rupnagar,Punjab,1213.0,236.0,0.0,977.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,228.0,228.0
Kumbhewal,Kumbewal,Nurpur Bedi,Rupnagar,Punjab,271.0,172.0,0.0,99.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,92.0,92.0
Lakhno,Lakhno 401,Nurpur Bedi,Rupnagar,Punjab,215.0,5.0,0.0,210.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,49.0,49.0
Lalpur,Lalpur,Nurpur Bedi,Rupnagar,Punjab,786.0,160.0,0.0,626.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,142.0,142.0
Lasari,Lassari,Nurpur Bedi,Rupnagar,Punjab,455.0,91.0,0.0,364.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,165.0,165.0
Lahrian,Lehrian,Nurpur Bedi,Rupnagar,Punjab,704.0,108.0,0.0,596.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,92.0,92.0
TAPRIAN CHAK CHAL ALIAS KUJAL,Lehrian,Nurpur Bedi,Rupnagar,Punjab,13.0,0.0,0.0,13.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,3.0,3.0
Madhopur,Madhopur,Nurpur Bedi,Rupnagar,Punjab,750.0,124.0,0.0,626.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,195.0,195.0
Mehandpur,Mahandpur,Nurpur Bedi,Rupnagar,Punjab,980.0,120.0,0.0,860.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,257.0,257.0
Mawa,Mawa,Nurpur Bedi,Rupnagar,Punjab,689.0,147.0,0.0,542.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,179.0,179.0
Mirpur,Mirpur,Nurpur Bedi,Rupnagar,Punjab,436.0,54.0,0.0,382.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,109.0,109.0
Mothapur,Mothapur,Nurpur Bedi,Rupnagar,Punjab,611.0,40.0,0.0,571.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,158.0,158.0
Makari,Mukari,Nurpur Bedi,Rupnagar,Punjab,1028.0,71.0,0.0,957.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,220.0,220.0
Munna,Munne,Nurpur Bedi,Rupnagar,Punjab,560.0,148.0,0.0,412.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,136.0,136.0
Mussapur,Mussapur,Nurpur Bedi,Rupnagar,Punjab,834.0,377.0,0.0,457.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,125.0,125.0
Nalhoti,Nalhoti,Nurpur Bedi,Rupnagar,Punjab,1679.0,592.0,0.0,1087.0,4.0,Yes,Har ghar jal certified,Certificate by public health engineering department,343.0,343.0
Nangal,Nangal,Nurpur Bedi,Rupnagar,Punjab,680.0,133.0,0.0,547.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,152.0,152.0
NURPUR KALAN,NURPUR KALAN,Nurpur Bedi,Rupnagar,Punjab,3237.0,780.0,0.0,2457.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,960.0,960.0
Nurpur Khurd,Nurpur Khurd,Nurpur Bedi,Rupnagar,Punjab,500.0,40.0,0.0,460.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,190.0,190.0
Pachranda,Pachranda 397,Nurpur Bedi,Rupnagar,Punjab,633.0,50.0,0.0,583.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,153.0,153.0
Palata,Palahta,Nurpur Bedi,Rupnagar,Punjab,478.0,224.0,0.0,254.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,158.0,158.0
Raipur (nagal),Raipur,Nurpur Bedi,Rupnagar,Punjab,499.0,40.0,0.0,459.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,197.0,197.0
Raipur (anandpur Sahib),Raipur(415),Nurpur Bedi,Rupnagar,Punjab,678.0,40.0,0.0,638.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,146.0,146.0
Raisara,Raisara,Nurpur Bedi,Rupnagar,Punjab,259.0,18.0,0.0,241.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,53.0,53.0
Rajgiri,Rajgiri,Nurpur Bedi,Rupnagar,Punjab,400.0,60.0,0.0,340.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,334.0,334.0
Rampur Kalan Lower,Rampur Kalan,Nurpur Bedi,Rupnagar,Punjab,1416.0,680.0,0.0,736.0,4.0,Yes,Har ghar jal certified,Certificate by public health engineering department,303.0,303.0
Rauli,Raoli,Nurpur Bedi,Rupnagar,Punjab,879.0,25.0,0.0,854.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,224.0,224.0
Rure Majra,Rure Majra,Nurpur Bedi,Rupnagar,Punjab,675.0,273.0,0.0,402.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,137.0,137.0
Sabaur,Sabour,Nurpur Bedi,Rupnagar,Punjab,584.0,0.0,0.0,584.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,383.0,383.0
Saidpur,Saidpur,Nurpur Bedi,Rupnagar,Punjab,833.0,89.0,0.0,744.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,229.0,229.0
Saini Majra,Saini Majra 395,Nurpur Bedi,Rupnagar,Punjab,1512.0,313.0,0.0,1199.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,379.0,379.0
Seikhpur,Sakhpur,Nurpur Bedi,Rupnagar,Punjab,360.0,95.0,0.0,265.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,86.0,86.0
Samirowal,Samirowal,Nurpur Bedi,Rupnagar,Punjab,1492.0,319.0,0.0,1173.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,354.0,354.0
Samundarian,Samundrian,Nurpur Bedi,Rupnagar,Punjab,980.0,264.0,0.0,716.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,319.0,319.0
Sandhoa,Sandoya,Nurpur Bedi,Rupnagar,Punjab,429.0,99.0,0.0,330.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,98.0,98.0
Spalwan,Sapalwan,Nurpur Bedi,Rupnagar,Punjab,239.0,0.0,0.0,239.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,59.0,59.0
Saran,Saran,Nurpur Bedi,Rupnagar,Punjab,647.0,215.0,0.0,432.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,109.0,109.0
Sarthali,Sarthali,Nurpur Bedi,Rupnagar,Punjab,1323.0,254.0,0.0,1069.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,304.0,304.0
Saskaur,Saskaur,Nurpur Bedi,Rupnagar,Punjab,796.0,151.0,0.0,645.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,186.0,186.0
Saupur,Saupur,Nurpur Bedi,Rupnagar,Punjab,503.0,0.0,0.0,503.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,105.0,105.0
Sakhpur,Sekhpur 411,Nurpur Bedi,Rupnagar,Punjab,681.0,200.0,0.0,481.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,161.0,161.0
Shahpur Bela,Shahpur,Nurpur Bedi,Rupnagar,Punjab,178.0,52.0,0.0,126.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,42.0,42.0
Simbal Majra,Simbal Majra,Nurpur Bedi,Rupnagar,Punjab,1138.0,287.0,0.0,851.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,234.0,234.0
Singhpur,Singhpur,Nurpur Bedi,Rupnagar,Punjab,1613.0,536.0,0.0,1077.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,417.0,417.0
Sukhe Majra,Sukhe Majra,Nurpur Bedi,Rupnagar,Punjab,302.0,0.0,0.0,302.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,59.0,59.0
Takhatgarh,Takhatgarh,Nurpur Bedi,Rupnagar,Punjab,4160.0,1139.0,0.0,3021.0,5.0,Yes,Har ghar jal certified,Certificate by public health engineering department,1000.0,1000.0
Thana,Thana,Nurpur Bedi,Rupnagar,Punjab,2734.0,348.0,0.0,2386.0,4.0,Yes,Har ghar jal certified,Certificate by public health engineering department,642.0,642.0
Tibba Nangal,Tiba Nangal,Nurpur Bedi,Rupnagar,Punjab,1221.0,356.0,0.0,865.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,323.0,323.0
Tibba Tapprian,Tiba Tapprian,Nurpur Bedi,Rupnagar,Punjab,1892.0,258.0,0.0,1634.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,435.0,435.0
Ahmedpur,Ahmadpur,Rupnagar,Rupnagar,Punjab,243.0,172.0,0.0,71.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,53.0,53.0
Burjwala,Akalgarh,Rupnagar,Rupnagar,Punjab,658.0,178.0,0.0,480.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,119.0,119.0
Akabarpur,Akbarpur,Rupnagar,Rupnagar,Punjab,1190.0,677.0,0.0,513.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,196.0,196.0
Alibak,Akbarpur,Rupnagar,Rupnagar,Punjab,237.0,118.0,0.0,119.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,53.0,53.0
Alampur,Alampur,Rupnagar,Rupnagar,Punjab,545.0,292.0,0.0,253.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,84.0,84.0
Alipur,Alipur,Rupnagar,Rupnagar,Punjab,796.0,317.0,0.0,479.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,118.0,118.0
Allowal,Allowal,Rupnagar,Rupnagar,Punjab,950.0,246.0,0.0,704.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,159.0,159.0
Andhrera,Andhrera,Rupnagar,Rupnagar,Punjab,1049.0,924.0,0.0,125.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,185.0,185.0
Asmanpur,Asmanpur,Rupnagar,Rupnagar,Punjab,329.0,0.0,0.0,329.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,59.0,59.0
Asspur,Aspur,Rupnagar,Rupnagar,Punjab,865.0,95.0,0.0,770.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,156.0,156.0
Atalgarh,Atalgarh,Rupnagar,Rupnagar,Punjab,201.0,18.0,0.0,183.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,41.0,41.0
Attari,Atari,Rupnagar,Rupnagar,Punjab,1367.0,322.0,0.0,1045.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,319.0,319.0
Awankot,Awankot,Rupnagar,Rupnagar,Punjab,1149.0,497.0,0.0,652.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,70.0,70.0
Babani Kalan,Babani Kalan,Rupnagar,Rupnagar,Punjab,585.0,80.0,0.0,505.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,39.0,39.0
Babani Khurd,Babani Kalan,Rupnagar,Rupnagar,Punjab,150.0,0.0,0.0,150.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,32.0,32.0
Bagwali,Bagwali,Rupnagar,Rupnagar,Punjab,246.0,52.0,0.0,194.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,39.0,39.0
BAHADUR PUR,Bahadurpur,Rupnagar,Rupnagar,Punjab,444.0,19.0,0.0,425.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,105.0,105.0
Mado Majra,Bahadurpur,Rupnagar,Rupnagar,Punjab,175.0,90.0,0.0,85.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,42.0,42.0
BAIRAMPUR,BAIRAMPUR,Rupnagar,Rupnagar,Punjab,721.0,340.0,0.0,381.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,83.0,83.0
Balsanda,Balasanda,Rupnagar,Rupnagar,Punjab,1427.0,484.0,0.0,943.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,235.0,235.0
Balamgarh Alias Mandwara,Ballamgarh Urf Mandwara,Rupnagar,Rupnagar,Punjab,2122.0,563.0,0.0,1559.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,405.0,405.0
Jabarhera,Ballamgarh Urf Mandwara,Rupnagar,Rupnagar,Punjab,45.0,0.0,0.0,45.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,9.0,9.0
Bara,Bara,Rupnagar,Rupnagar,Punjab,511.0,310.0,0.0,201.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,120.0,120.0
Pathreri Rajputan,Bara,Rupnagar,Rupnagar,Punjab,235.0,23.0,0.0,212.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,20.0,20.0
Bara Bande Mehal,Bara Bande Mahal,Rupnagar,Rupnagar,Punjab,564.0,294.0,0.0,270.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,125.0,125.0
Chhota Bande Mahal,Bara Bande Mahal,Rupnagar,Rupnagar,Punjab,213.0,38.0,0.0,175.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,39.0,39.0
Bara Phool,Bara Phool,Rupnagar,Rupnagar,Punjab,426.0,165.0,0.0,261.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,29.0,29.0
Gurdaspur,Bara Phool,Rupnagar,Rupnagar,Punjab,485.0,284.0,0.0,201.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,88.0,88.0
Bara Pind,Bara Pind,Rupnagar,Rupnagar,Punjab,2697.0,661.0,0.0,2036.0,5.0,Yes,Har ghar jal certified,Certificate by public health engineering department,566.0,566.0
Bardar,Bardar,Rupnagar,Rupnagar,Punjab,1008.0,53.0,0.0,955.0,4.0,Yes,Har ghar jal certified,Certificate by public health engineering department,179.0,179.0
Bari,Bari,Rupnagar,Rupnagar,Punjab,310.0,187.0,0.0,123.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,54.0,54.0
Dau Majra,Bari,Rupnagar,Rupnagar,Punjab,11.0,0.0,0.0,11.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,3.0,3.0
Khudaspur,Bari,Rupnagar,Rupnagar,Punjab,86.0,29.0,0.0,57.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,15.0,15.0
Bari Jhakhian/gardley,Bari Jhakian,Rupnagar,Rupnagar,Punjab,1836.0,433.0,0.0,1403.0,3.0,Yes,Har ghar jal certified,Certificate by public health engineering department,371.0,371.0
BARI RAILON,BARI RAILON,Rupnagar,Rupnagar,Punjab,658.0,245.0,0.0,413.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,117.0,117.0
Behrampur,Behrampur Dhaha,Rupnagar,Rupnagar,Punjab,1840.0,626.0,0.0,1214.0,2.0,Yes,Har ghar jal certified,Certificate by public health engineering department,348.0,348.0
Beli,Beli,Rupnagar,Rupnagar,Punjab,1005.0,225.0,0.0,780.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,222.0,222.0
Bhadal,Bhadal,Rupnagar,Rupnagar,Punjab,943.0,511.0,0.0,432.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,180.0,180.0
Bhago Majra,Bhago Majra,Rupnagar,Rupnagar,Punjab,885.0,335.0,0.0,550.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,166.0,166.0
Bhagwantpur,Bhagwant Pura,Rupnagar,Rupnagar,Punjab,914.0,501.0,0.0,413.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,177.0,177.0
BHAINI,BHAINI,Rupnagar,Rupnagar,Punjab,790.0,350.0,0.0,440.0,1.0,Yes,Har ghar jal certified,Certificate by public health engineering department,138.0,138.0
